season,state,zone,climate,population,epi_week_of_season,week_start,iso_year,iso_week,cases,hospitalizations,deaths,cases_per_100k,hosp_per_100k,deaths_per_100k
2024/2025,Anambra,SE,tropical,7299910,48,2025-05-26,2025,22,223,4,2,3.055,0.055,0.027
2024/2025,Anambra,SE,tropical,7299910,49,2025-06-02,2025,23,120,2,1,1.644,0.027,0.014
2024/2025,Anambra,SE,tropical,7299910,50,2025-06-09,2025,24,154,6,0,2.11,0.082,0.0
2024/2025,Anambra,SE,tropical,7299910,51,2025-06-16,2025,25,236,1,0,3.233,0.014,0.0
2024/2025,Anambra,SE,tropical,7299910,52,2025-06-23,2025,26,256,4,1,3.507,0.055,0.014
2024/2025,Rivers,SS,tropical,7234973,1,2024-07-01,2024,27,582,11,3,8.044,0.152,0.041
2024/2025,Rivers,SS,tropical,7234973,2,2024-07-08,2024,28,155,5,0,2.142,0.069,0.0
2024/2025,Rivers,SS,tropical,7234973,3,2024-07-15,2024,29,168,5,0,2.322,0.069,0.0
2024/2025,Rivers,SS,tropical,7234973,4,2024-07-22,2024,30,217,4,0,2.999,0.055,0.0
2024/2025,Rivers,SS,tropical,7234973,5,2024-07-29,2024,31,252,9,0,3.483,0.124,0.0
2024/2025,Rivers,SS,tropical,7234973,6,2024-08-05,2024,32,187,1,0,2.585,0.014,0.0
2024/2025,Rivers,SS,tropical,7234973,7,2024-08-12,2024,33,299,8,1,4.133,0.111,0.014
2024/2025,Rivers,SS,tropical,7234973,8,2024-08-19,2024,34,428,8,1,5.916,0.111,0.014
2024/2025,Rivers,SS,tropical,7234973,9,2024-08-26,2024,35,1054,23,1,14.568,0.318,0.014
2024/2025,Rivers,SS,tropical,7234973,10,2024-09-02,2024,36,1653,41,3,22.847,0.567,0.041
2024/2025,Rivers,SS,tropical,7234973,11,2024-09-09,2024,37,2550,107,5,35.245,1.479,0.069
2024/2025,Rivers,SS,tropical,7234973,12,2024-09-16,2024,38,21487,243,21,296.988,3.359,0.29
2024/2025,Rivers,SS,tropical,7234973,13,2024-09-23,2024,39,59888,1085,56,827.757,14.997,0.774
2024/2025,Rivers,SS,tropical,7234973,14,2024-09-30,2024,40,101515,2200,79,1403.115,30.408,1.092
2024/2025,Rivers,SS,tropical,7234973,15,2024-10-07,2024,41,291715,2719,324,4032.012,37.581,4.478
2024/2025,Rivers,SS,tropical,7234973,16,2024-10-14,2024,42,172101,1767,232,2378.737,24.423,3.207
2024/2025,Rivers,SS,tropical,7234973,17,2024-10-21,2024,43,176943,2368,83,2445.662,32.73,1.147
2024/2025,Rivers,SS,tropical,7234973,18,2024-10-28,2024,44,24933,525,24,344.618,7.256,0.332
2024/2025,Rivers,SS,tropical,7234973,19,2024-11-04,2024,45,3827,52,7,52.896,0.719,0.097
2024/2025,Rivers,SS,tropical,7234973,20,2024-11-11,2024,46,551,8,1,7.616,0.111,0.014
2024/2025,Rivers,SS,tropical,7234973,21,2024-11-18,2024,47,532,9,0,7.353,0.124,0.0
2024/2025,Rivers,SS,tropical,7234973,22,2024-11-25,2024,48,534,9,0,7.381,0.124,0.0
2024/2025,Rivers,SS,tropical,7234973,23,2024-12-02,2024,49,909,16,1,12.564,0.221,0.014
2024/2025,Rivers,SS,tropical,7234973,24,2024-12-09,2024,50,1527,36,2,21.106,0.498,0.028
2024/2025,Rivers,SS,tropical,7234973,25,2024-12-16,2024,51,3218,38,3,44.478,0.525,0.041
2024/2025,Rivers,SS,tropical,7234973,26,2024-12-23,2024,52,12770,162,22,176.504,2.239,0.304
2024/2025,Rivers,SS,tropical,7234973,27,2024-12-30,2025,1,16461,554,32,227.52,7.657,0.442
2024/2025,Rivers,SS,tropical,7234973,28,2025-01-06,2025,2,43089,991,45,595.565,13.697,0.622
2024/2025,Rivers,SS,tropical,7234973,29,2025-01-13,2025,3,42703,1168,62,590.23,16.144,0.857
2024/2025,Rivers,SS,tropical,7234973,30,2025-01-20,2025,4,43713,577,58,604.19,7.975,0.802
2024/2025,Rivers,SS,tropical,7234973,31,2025-01-27,2025,5,9111,239,29,125.93,3.303,0.401
2024/2025,Rivers,SS,tropical,7234973,32,2025-02-03,2025,6,5299,97,9,73.241,1.341,0.124
2024/2025,Rivers,SS,tropical,7234973,33,2025-02-10,2025,7,941,13,2,13.006,0.18,0.028
2024/2025,Rivers,SS,tropical,7234973,34,2025-02-17,2025,8,418,5,0,5.777,0.069,0.0
2024/2025,Rivers,SS,tropical,7234973,35,2025-02-24,2025,9,231,3,0,3.193,0.041,0.0
2024/2025,Rivers,SS,tropical,7234973,36,2025-03-03,2025,10,168,1,0,2.322,0.014,0.0
2024/2025,Rivers,SS,tropical,7234973,37,2025-03-10,2025,11,75,3,0,1.037,0.041,0.0
2024/2025,Rivers,SS,tropical,7234973,38,2025-03-17,2025,12,217,2,0,2.999,0.028,0.0
2024/2025,Rivers,SS,tropical,7234973,39,2025-03-24,2025,13,350,2,0,4.838,0.028,0.0
2024/2025,Rivers,SS,tropical,7234973,40,2025-03-31,2025,14,209,8,0,2.889,0.111,0.0
2024/2025,Rivers,SS,tropical,7234973,41,2025-04-07,2025,15,213,3,0,2.944,0.041,0.0
2024/2025,Rivers,SS,tropical,7234973,42,2025-04-14,2025,16,131,3,0,1.811,0.041,0.0
2024/2025,Rivers,SS,tropical,7234973,43,2025-04-21,2025,17,160,4,0,2.211,0.055,0.0
2024/2025,Rivers,SS,tropical,7234973,44,2025-04-28,2025,18,134,4,0,1.852,0.055,0.0
2024/2025,Rivers,SS,tropical,7234973,45,2025-05-05,2025,19,304,4,1,4.202,0.055,0.014
2024/2025,Rivers,SS,tropical,7234973,46,2025-05-12,2025,20,391,1,0,5.404,0.014,0.0
2024/2025,Rivers,SS,tropical,7234973,47,2025-05-19,2025,21,119,2,1,1.645,0.028,0.014
2024/2025,Rivers,SS,tropical,7234973,48,2025-05-26,2025,22,249,2,1,3.442,0.028,0.014
2024/2025,Rivers,SS,tropical,7234973,49,2025-06-02,2025,23,241,1,0,3.331,0.014,0.0
2024/2025,Rivers,SS,tropical,7234973,50,2025-06-09,2025,24,259,5,0,3.58,0.069,0.0
2024/2025,Rivers,SS,tropical,7234973,51,2025-06-16,2025,25,375,4,0,5.183,0.055,0.0
2024/2025,Rivers,SS,tropical,7234973,52,2025-06-23,2025,26,95,3,0,1.313,0.041,0.0
2024/2025,Jigawa,NW,sahel,6979080,1,2024-07-01,2024,27,1231,10,2,17.638,0.143,0.029
2024/2025,Jigawa,NW,sahel,6979080,2,2024-07-08,2024,28,418,5,1,5.989,0.072,0.014
2024/2025,Jigawa,NW,sahel,6979080,3,2024-07-15,2024,29,276,8,1,3.955,0.115,0.014
2024/2025,Jigawa,NW,sahel,6979080,4,2024-07-22,2024,30,260,1,0,3.725,0.014,0.0
2024/2025,Jigawa,NW,sahel,6979080,5,2024-07-29,2024,31,468,4,0,6.706,0.057,0.0
2024/2025,Jigawa,NW,sahel,6979080,6,2024-08-05,2024,32,562,2,1,8.053,0.029,0.014
2024/2025,Jigawa,NW,sahel,6979080,7,2024-08-12,2024,33,198,0,0,2.837,0.0,0.0
2024/2025,Jigawa,NW,sahel,6979080,8,2024-08-19,2024,34,516,2,1,7.394,0.029,0.014
2024/2025,Jigawa,NW,sahel,6979080,9,2024-08-26,2024,35,201,1,2,2.88,0.014,0.029
2024/2025,Jigawa,NW,sahel,6979080,10,2024-09-02,2024,36,186,4,3,2.665,0.057,0.043
2024/2025,Jigawa,NW,sahel,6979080,11,2024-09-09,2024,37,698,7,5,10.001,0.1,0.072
2024/2025,Jigawa,NW,sahel,6979080,12,2024-09-16,2024,38,824,14,4,11.807,0.201,0.057
2024/2025,Jigawa,NW,sahel,6979080,13,2024-09-23,2024,39,1579,26,4,22.625,0.373,0.057
2024/2025,Jigawa,NW,sahel,6979080,14,2024-09-30,2024,40,7980,78,3,114.342,1.118,0.043
2024/2025,Jigawa,NW,sahel,6979080,15,2024-10-07,2024,41,37775,114,53,541.26,1.633,0.759
2024/2025,Jigawa,NW,sahel,6979080,16,2024-10-14,2024,42,59480,770,100,852.261,11.033,1.433
2024/2025,Jigawa,NW,sahel,6979080,17,2024-10-21,2024,43,148494,1808,214,2127.702,25.906,3.066
2024/2025,Jigawa,NW,sahel,6979080,18,2024-10-28,2024,44,164766,1313,230,2360.856,18.813,3.296
2024/2025,Jigawa,NW,sahel,6979080,19,2024-11-04,2024,45,172500,924,200,2471.672,13.24,2.866
2024/2025,Jigawa,NW,sahel,6979080,20,2024-11-11,2024,46,51182,440,49,733.363,6.305,0.702
2024/2025,Jigawa,NW,sahel,6979080,21,2024-11-18,2024,47,9902,167,22,141.881,2.393,0.315
2024/2025,Jigawa,NW,sahel,6979080,22,2024-11-25,2024,48,2372,20,2,33.987,0.287,0.029
2024/2025,Jigawa,NW,sahel,6979080,23,2024-12-02,2024,49,1867,18,3,26.751,0.258,0.043
2024/2025,Jigawa,NW,sahel,6979080,24,2024-12-09,2024,50,2467,33,2,35.348,0.473,0.029
2024/2025,Jigawa,NW,sahel,6979080,25,2024-12-16,2024,51,10026,70,20,143.658,1.003,0.287
2024/2025,Jigawa,NW,sahel,6979080,26,2024-12-23,2024,52,14846,286,24,212.721,4.098,0.344
2024/2025,Jigawa,NW,sahel,6979080,27,2024-12-30,2025,1,26334,619,100,377.328,8.869,1.433
2024/2025,Jigawa,NW,sahel,6979080,28,2025-01-06,2025,2,95755,1945,206,1372.029,27.869,2.952
2024/2025,Jigawa,NW,sahel,6979080,29,2025-01-13,2025,3,117243,931,159,1679.921,13.34,2.278
2024/2025,Jigawa,NW,sahel,6979080,30,2025-01-20,2025,4,108840,631,178,1559.518,9.041,2.55
2024/2025,Jigawa,NW,sahel,6979080,31,2025-01-27,2025,5,37440,663,69,536.46,9.5,0.989
2024/2025,Jigawa,NW,sahel,6979080,32,2025-02-03,2025,6,11719,76,15,167.916,1.089,0.215
2024/2025,Jigawa,NW,sahel,6979080,33,2025-02-10,2025,7,2953,27,4,42.312,0.387,0.057
2024/2025,Jigawa,NW,sahel,6979080,34,2025-02-17,2025,8,185,6,0,2.651,0.086,0.0
2024/2025,Jigawa,NW,sahel,6979080,35,2025-02-24,2025,9,405,4,2,5.803,0.057,0.029
2024/2025,Jigawa,NW,sahel,6979080,36,2025-03-03,2025,10,252,8,0,3.611,0.115,0.0
2024/2025,Jigawa,NW,sahel,6979080,37,2025-03-10,2025,11,338,1,0,4.843,0.014,0.0
2024/2025,Jigawa,NW,sahel,6979080,38,2025-03-17,2025,12,367,3,1,5.259,0.043,0.014
2024/2025,Jigawa,NW,sahel,6979080,39,2025-03-24,2025,13,232,6,0,3.324,0.086,0.0
2024/2025,Jigawa,NW,sahel,6979080,40,2025-03-31,2025,14,112,2,1,1.605,0.029,0.014
2024/2025,Jigawa,NW,sahel,6979080,41,2025-04-07,2025,15,380,1,0,5.445,0.014,0.0
2024/2025,Jigawa,NW,sahel,6979080,42,2025-04-14,2025,16,289,9,0,4.141,0.129,0.0
2024/2025,Jigawa,NW,sahel,6979080,43,2025-04-21,2025,17,258,2,0,3.697,0.029,0.0
2024/2025,Jigawa,NW,sahel,6979080,44,2025-04-28,2025,18,301,3,0,4.313,0.043,0.0
2024/2025,Jigawa,NW,sahel,6979080,45,2025-05-05,2025,19,360,3,1,5.158,0.043,0.014
2024/2025,Jigawa,NW,sahel,6979080,46,2025-05-12,2025,20,323,5,3,4.628,0.072,0.043
2024/2025,Jigawa,NW,sahel,6979080,47,2025-05-19,2025,21,238,1,0,3.41,0.014,0.0
2024/2025,Jigawa,NW,sahel,6979080,48,2025-05-26,2025,22,286,3,0,4.098,0.043,0.0
2024/2025,Jigawa,NW,sahel,6979080,49,2025-06-02,2025,23,357,4,0,5.115,0.057,0.0
2024/2025,Jigawa,NW,sahel,6979080,50,2025-06-09,2025,24,361,7,0,5.173,0.1,0.0
2024/2025,Jigawa,NW,sahel,6979080,51,2025-06-16,2025,25,210,7,0,3.009,0.1,0.0
2024/2025,Jigawa,NW,sahel,6979080,52,2025-06-23,2025,26,247,5,1,3.539,0.072,0.014
2024/2025,Niger,NC,savanna,6720617,1,2024-07-01,2024,27,983,18,0,14.627,0.268,0.0
2024/2025,Niger,NC,savanna,6720617,2,2024-07-08,2024,28,291,2,0,4.33,0.03,0.0
2024/2025,Niger,NC,savanna,6720617,3,2024-07-15,2024,29,156,1,0,2.321,0.015,0.0
2024/2025,Niger,NC,savanna,6720617,4,2024-07-22,2024,30,402,2,0,5.982,0.03,0.0
2024/2025,Niger,NC,savanna,6720617,5,2024-07-29,2024,31,189,6,0,2.812,0.089,0.0
2024/2025,Niger,NC,savanna,6720617,6,2024-08-05,2024,32,189,4,0,2.812,0.06,0.0
2024/2025,Niger,NC,savanna,6720617,7,2024-08-12,2024,33,389,6,0,5.788,0.089,0.0
2024/2025,Niger,NC,savanna,6720617,8,2024-08-19,2024,34,201,3,0,2.991,0.045,0.0
2024/2025,Niger,NC,savanna,6720617,9,2024-08-26,2024,35,670,7,0,9.969,0.104,0.0
2024/2025,Niger,NC,savanna,6720617,10,2024-09-02,2024,36,673,9,2,10.014,0.134,0.03
2024/2025,Niger,NC,savanna,6720617,11,2024-09-09,2024,37,941,23,2,14.002,0.342,0.03
2024/2025,Niger,NC,savanna,6720617,12,2024-09-16,2024,38,4785,68,9,71.199,1.012,0.134
2024/2025,Niger,NC,savanna,6720617,13,2024-09-23,2024,39,9963,224,26,148.245,3.333,0.387
2024/2025,Niger,NC,savanna,6720617,14,2024-09-30,2024,40,42352,596,104,630.18,8.868,1.547
2024/2025,Niger,NC,savanna,6720617,15,2024-10-07,2024,41,104046,1441,123,1548.161,21.441,1.83
2024/2025,Niger,NC,savanna,6720617,16,2024-10-14,2024,42,162439,1994,223,2417.025,29.67,3.318
2024/2025,Niger,NC,savanna,6720617,17,2024-10-21,2024,43,115766,1370,123,1722.55,20.385,1.83
2024/2025,Niger,NC,savanna,6720617,18,2024-10-28,2024,44,53713,831,79,799.227,12.365,1.175
2024/2025,Niger,NC,savanna,6720617,19,2024-11-04,2024,45,19061,321,41,283.62,4.776,0.61
2024/2025,Niger,NC,savanna,6720617,20,2024-11-11,2024,46,5894,55,5,87.7,0.818,0.074
2024/2025,Niger,NC,savanna,6720617,21,2024-11-18,2024,47,976,9,2,14.522,0.134,0.03
2024/2025,Niger,NC,savanna,6720617,22,2024-11-25,2024,48,1176,10,0,17.498,0.149,0.0
2024/2025,Niger,NC,savanna,6720617,23,2024-12-02,2024,49,612,35,2,9.106,0.521,0.03
2024/2025,Niger,NC,savanna,6720617,24,2024-12-09,2024,50,2670,29,4,39.728,0.432,0.06
2024/2025,Niger,NC,savanna,6720617,25,2024-12-16,2024,51,3169,38,15,47.153,0.565,0.223
2024/2025,Niger,NC,savanna,6720617,26,2024-12-23,2024,52,11410,233,24,169.776,3.467,0.357
2024/2025,Niger,NC,savanna,6720617,27,2024-12-30,2025,1,46324,758,60,689.282,11.279,0.893
2024/2025,Niger,NC,savanna,6720617,28,2025-01-06,2025,2,78344,1307,98,1165.726,19.448,1.458
2024/2025,Niger,NC,savanna,6720617,29,2025-01-13,2025,3,152407,2046,87,2267.753,30.444,1.295
2024/2025,Niger,NC,savanna,6720617,30,2025-01-20,2025,4,90099,470,148,1340.636,6.993,2.202
2024/2025,Niger,NC,savanna,6720617,31,2025-01-27,2025,5,29670,258,35,441.477,3.839,0.521
2024/2025,Niger,NC,savanna,6720617,32,2025-02-03,2025,6,7925,142,10,117.921,2.113,0.149
2024/2025,Niger,NC,savanna,6720617,33,2025-02-10,2025,7,1321,16,1,19.656,0.238,0.015
2024/2025,Niger,NC,savanna,6720617,34,2025-02-17,2025,8,369,12,0,5.491,0.179,0.0
2024/2025,Niger,NC,savanna,6720617,35,2025-02-24,2025,9,276,3,1,4.107,0.045,0.015
2024/2025,Niger,NC,savanna,6720617,36,2025-03-03,2025,10,299,2,0,4.449,0.03,0.0
2024/2025,Niger,NC,savanna,6720617,37,2025-03-10,2025,11,213,3,0,3.169,0.045,0.0
2024/2025,Niger,NC,savanna,6720617,38,2025-03-17,2025,12,327,3,1,4.866,0.045,0.015
2024/2025,Niger,NC,savanna,6720617,39,2025-03-24,2025,13,156,5,1,2.321,0.074,0.015
2024/2025,Niger,NC,savanna,6720617,40,2025-03-31,2025,14,184,2,0,2.738,0.03,0.0
2024/2025,Niger,NC,savanna,6720617,41,2025-04-07,2025,15,271,1,0,4.032,0.015,0.0
2024/2025,Niger,NC,savanna,6720617,42,2025-04-14,2025,16,169,2,0,2.515,0.03,0.0
2024/2025,Niger,NC,savanna,6720617,43,2025-04-21,2025,17,255,3,1,3.794,0.045,0.015
2024/2025,Niger,NC,savanna,6720617,44,2025-04-28,2025,18,282,6,2,4.196,0.089,0.03
2024/2025,Niger,NC,savanna,6720617,45,2025-05-05,2025,19,402,4,0,5.982,0.06,0.0
2024/2025,Niger,NC,savanna,6720617,46,2025-05-12,2025,20,93,7,1,1.384,0.104,0.015
2024/2025,Niger,NC,savanna,6720617,47,2025-05-19,2025,21,333,4,1,4.955,0.06,0.015
2024/2025,Niger,NC,savanna,6720617,48,2025-05-26,2025,22,237,3,1,3.526,0.045,0.015
2024/2025,Niger,NC,savanna,6720617,49,2025-06-02,2025,23,338,5,0,5.029,0.074,0.0
2024/2025,Niger,NC,savanna,6720617,50,2025-06-09,2025,24,286,6,0,4.256,0.089,0.0
2024/2025,Niger,NC,savanna,6720617,51,2025-06-16,2025,25,268,3,1,3.988,0.045,0.015
2024/2025,Niger,NC,savanna,6720617,52,2025-06-23,2025,26,102,5,0,1.518,0.074,0.0
2024/2025,Benue,NC,savanna,6687706,1,2024-07-01,2024,27,979,15,0,14.639,0.224,0.0
2024/2025,Benue,NC,savanna,6687706,2,2024-07-08,2024,28,250,2,0,3.738,0.03,0.0
2024/2025,Benue,NC,savanna,6687706,3,2024-07-15,2024,29,243,3,0,3.634,0.045,0.0
2024/2025,Benue,NC,savanna,6687706,4,2024-07-22,2024,30,316,3,1,4.725,0.045,0.015
2024/2025,Benue,NC,savanna,6687706,5,2024-07-29,2024,31,360,7,0,5.383,0.105,0.0
2024/2025,Benue,NC,savanna,6687706,6,2024-08-05,2024,32,232,3,1,3.469,0.045,0.015
2024/2025,Benue,NC,savanna,6687706,7,2024-08-12,2024,33,237,7,0,3.544,0.105,0.0
2024/2025,Benue,NC,savanna,6687706,8,2024-08-19,2024,34,189,11,0,2.826,0.164,0.0
2024/2025,Benue,NC,savanna,6687706,9,2024-08-26,2024,35,356,7,0,5.323,0.105,0.0
2024/2025,Benue,NC,savanna,6687706,10,2024-09-02,2024,36,828,14,1,12.381,0.209,0.015
2024/2025,Benue,NC,savanna,6687706,11,2024-09-09,2024,37,1190,28,6,17.794,0.419,0.09
2024/2025,Benue,NC,savanna,6687706,12,2024-09-16,2024,38,2951,116,10,44.126,1.735,0.15
2024/2025,Benue,NC,savanna,6687706,13,2024-09-23,2024,39,14467,183,34,216.322,2.736,0.508
2024/2025,Benue,NC,savanna,6687706,14,2024-09-30,2024,40,45395,526,55,678.783,7.865,0.822
2024/2025,Benue,NC,savanna,6687706,15,2024-10-07,2024,41,72847,1366,198,1089.267,20.426,2.961
2024/2025,Benue,NC,savanna,6687706,16,2024-10-14,2024,42,149290,1806,211,2232.305,27.005,3.155
2024/2025,Benue,NC,savanna,6687706,17,2024-10-21,2024,43,143087,2537,127,2139.553,37.935,1.899
2024/2025,Benue,NC,savanna,6687706,18,2024-10-28,2024,44,78117,731,102,1168.069,10.931,1.525
2024/2025,Benue,NC,savanna,6687706,19,2024-11-04,2024,45,30873,316,16,461.638,4.725,0.239
2024/2025,Benue,NC,savanna,6687706,20,2024-11-11,2024,46,4492,41,5,67.168,0.613,0.075
2024/2025,Benue,NC,savanna,6687706,21,2024-11-18,2024,47,485,8,0,7.252,0.12,0.0
2024/2025,Benue,NC,savanna,6687706,22,2024-11-25,2024,48,937,7,0,14.011,0.105,0.0
2024/2025,Benue,NC,savanna,6687706,23,2024-12-02,2024,49,1588,19,3,23.745,0.284,0.045
2024/2025,Benue,NC,savanna,6687706,24,2024-12-09,2024,50,1661,41,9,24.837,0.613,0.135
2024/2025,Benue,NC,savanna,6687706,25,2024-12-16,2024,51,6128,57,10,91.631,0.852,0.15
2024/2025,Benue,NC,savanna,6687706,26,2024-12-23,2024,52,17569,123,19,262.706,1.839,0.284
2024/2025,Benue,NC,savanna,6687706,27,2024-12-30,2025,1,49603,494,85,741.704,7.387,1.271
2024/2025,Benue,NC,savanna,6687706,28,2025-01-06,2025,2,90804,1160,112,1357.775,17.345,1.675
2024/2025,Benue,NC,savanna,6687706,29,2025-01-13,2025,3,94050,1332,148,1406.312,19.917,2.213
2024/2025,Benue,NC,savanna,6687706,30,2025-01-20,2025,4,100297,1035,113,1499.722,15.476,1.69
2024/2025,Benue,NC,savanna,6687706,31,2025-01-27,2025,5,29822,535,49,445.923,8.0,0.733
2024/2025,Benue,NC,savanna,6687706,32,2025-02-03,2025,6,4589,74,12,68.618,1.107,0.179
2024/2025,Benue,NC,savanna,6687706,33,2025-02-10,2025,7,1484,16,2,22.19,0.239,0.03
2024/2025,Benue,NC,savanna,6687706,34,2025-02-17,2025,8,283,6,0,4.232,0.09,0.0
2024/2025,Benue,NC,savanna,6687706,35,2025-02-24,2025,9,251,3,0,3.753,0.045,0.0
2024/2025,Benue,NC,savanna,6687706,36,2025-03-03,2025,10,170,7,0,2.542,0.105,0.0
2024/2025,Benue,NC,savanna,6687706,37,2025-03-10,2025,11,220,3,0,3.29,0.045,0.0
2024/2025,Benue,NC,savanna,6687706,38,2025-03-17,2025,12,333,7,0,4.979,0.105,0.0
2024/2025,Benue,NC,savanna,6687706,39,2025-03-24,2025,13,264,4,0,3.948,0.06,0.0
2024/2025,Benue,NC,savanna,6687706,40,2025-03-31,2025,14,126,3,4,1.884,0.045,0.06
2024/2025,Benue,NC,savanna,6687706,41,2025-04-07,2025,15,238,4,0,3.559,0.06,0.0
2024/2025,Benue,NC,savanna,6687706,42,2025-04-14,2025,16,409,6,1,6.116,0.09,0.015
2024/2025,Benue,NC,savanna,6687706,43,2025-04-21,2025,17,171,5,0,2.557,0.075,0.0
2024/2025,Benue,NC,savanna,6687706,44,2025-04-28,2025,18,251,2,0,3.753,0.03,0.0
2024/2025,Benue,NC,savanna,6687706,45,2025-05-05,2025,19,151,4,0,2.258,0.06,0.0
2024/2025,Benue,NC,savanna,6687706,46,2025-05-12,2025,20,169,4,1,2.527,0.06,0.015
2024/2025,Benue,NC,savanna,6687706,47,2025-05-19,2025,21,230,2,0,3.439,0.03,0.0
2024/2025,Benue,NC,savanna,6687706,48,2025-05-26,2025,22,296,6,0,4.426,0.09,0.0
2024/2025,Benue,NC,savanna,6687706,49,2025-06-02,2025,23,144,8,0,2.153,0.12,0.0
2024/2025,Benue,NC,savanna,6687706,50,2025-06-09,2025,24,264,4,0,3.948,0.06,0.0
2024/2025,Benue,NC,savanna,6687706,51,2025-06-16,2025,25,185,6,1,2.766,0.09,0.015
2024/2025,Benue,NC,savanna,6687706,52,2025-06-23,2025,26,242,2,1,3.619,0.03,0.015
2024/2025,Borno,NE,sahel,6651590,1,2024-07-01,2024,27,872,15,0,13.11,0.226,0.0
2024/2025,Borno,NE,sahel,6651590,2,2024-07-08,2024,28,328,2,1,4.931,0.03,0.015
2024/2025,Borno,NE,sahel,6651590,3,2024-07-15,2024,29,157,2,1,2.36,0.03,0.015
2024/2025,Borno,NE,sahel,6651590,4,2024-07-22,2024,30,256,3,0,3.849,0.045,0.0
2024/2025,Borno,NE,sahel,6651590,5,2024-07-29,2024,31,366,3,1,5.502,0.045,0.015
2024/2025,Borno,NE,sahel,6651590,6,2024-08-05,2024,32,202,6,0,3.037,0.09,0.0
2024/2025,Borno,NE,sahel,6651590,7,2024-08-12,2024,33,235,10,0,3.533,0.15,0.0
2024/2025,Borno,NE,sahel,6651590,8,2024-08-19,2024,34,209,4,1,3.142,0.06,0.015
2024/2025,Borno,NE,sahel,6651590,9,2024-08-26,2024,35,528,8,0,7.938,0.12,0.0
2024/2025,Borno,NE,sahel,6651590,10,2024-09-02,2024,36,479,5,1,7.201,0.075,0.015
2024/2025,Borno,NE,sahel,6651590,11,2024-09-09,2024,37,453,6,0,6.81,0.09,0.0
2024/2025,Borno,NE,sahel,6651590,12,2024-09-16,2024,38,973,7,2,14.628,0.105,0.03
2024/2025,Borno,NE,sahel,6651590,13,2024-09-23,2024,39,3035,28,4,45.628,0.421,0.06
2024/2025,Borno,NE,sahel,6651590,14,2024-09-30,2024,40,10821,73,18,162.683,1.097,0.271
2024/2025,Borno,NE,sahel,6651590,15,2024-10-07,2024,41,27957,167,48,420.306,2.511,0.722
2024/2025,Borno,NE,sahel,6651590,16,2024-10-14,2024,42,65346,649,96,982.412,9.757,1.443
2024/2025,Borno,NE,sahel,6651590,17,2024-10-21,2024,43,95907,655,361,1441.866,9.847,5.427
2024/2025,Borno,NE,sahel,6651590,18,2024-10-28,2024,44,156364,1428,219,2350.776,21.469,3.292
2024/2025,Borno,NE,sahel,6651590,19,2024-11-04,2024,45,123376,854,161,1854.835,12.839,2.42
2024/2025,Borno,NE,sahel,6651590,20,2024-11-11,2024,46,35236,436,82,529.738,6.555,1.233
2024/2025,Borno,NE,sahel,6651590,21,2024-11-18,2024,47,7689,130,15,115.596,1.954,0.226
2024/2025,Borno,NE,sahel,6651590,22,2024-11-25,2024,48,2288,16,5,34.398,0.241,0.075
2024/2025,Borno,NE,sahel,6651590,23,2024-12-02,2024,49,1085,24,1,16.312,0.361,0.015
2024/2025,Borno,NE,sahel,6651590,24,2024-12-09,2024,50,2875,22,6,43.223,0.331,0.09
2024/2025,Borno,NE,sahel,6651590,25,2024-12-16,2024,51,10163,78,5,152.791,1.173,0.075
2024/2025,Borno,NE,sahel,6651590,26,2024-12-23,2024,52,22286,113,45,335.048,1.699,0.677
2024/2025,Borno,NE,sahel,6651590,27,2024-12-30,2025,1,30240,852,59,454.628,12.809,0.887
2024/2025,Borno,NE,sahel,6651590,28,2025-01-06,2025,2,50652,693,110,761.502,10.419,1.654
2024/2025,Borno,NE,sahel,6651590,29,2025-01-13,2025,3,62031,1191,171,932.574,17.905,2.571
2024/2025,Borno,NE,sahel,6651590,30,2025-01-20,2025,4,93846,1021,194,1410.881,15.35,2.917
2024/2025,Borno,NE,sahel,6651590,31,2025-01-27,2025,5,43378,465,66,652.145,6.991,0.992
2024/2025,Borno,NE,sahel,6651590,32,2025-02-03,2025,6,8787,49,7,132.104,0.737,0.105
2024/2025,Borno,NE,sahel,6651590,33,2025-02-10,2025,7,2541,36,3,38.201,0.541,0.045
2024/2025,Borno,NE,sahel,6651590,34,2025-02-17,2025,8,559,6,3,8.404,0.09,0.045
2024/2025,Borno,NE,sahel,6651590,35,2025-02-24,2025,9,137,2,0,2.06,0.03,0.0
2024/2025,Borno,NE,sahel,6651590,36,2025-03-03,2025,10,494,4,0,7.427,0.06,0.0
2024/2025,Borno,NE,sahel,6651590,37,2025-03-10,2025,11,308,2,0,4.63,0.03,0.0
2024/2025,Borno,NE,sahel,6651590,38,2025-03-17,2025,12,292,4,0,4.39,0.06,0.0
2024/2025,Borno,NE,sahel,6651590,39,2025-03-24,2025,13,225,5,2,3.383,0.075,0.03
2024/2025,Borno,NE,sahel,6651590,40,2025-03-31,2025,14,212,5,0,3.187,0.075,0.0
2024/2025,Borno,NE,sahel,6651590,41,2025-04-07,2025,15,151,0,0,2.27,0.0,0.0
2024/2025,Borno,NE,sahel,6651590,42,2025-04-14,2025,16,274,4,0,4.119,0.06,0.0
2024/2025,Borno,NE,sahel,6651590,43,2025-04-21,2025,17,219,1,1,3.292,0.015,0.015
